site_id|site_name|road_name|corridor|latitude|longitude|region|is_active_in_data|notes|is_core
298|M1 PFW Inbound - Btwn Newland St and Kororoit Creek Rd (NEB)||M1 Monash/West Gate Fwy|-37.8641520|144.7760550|Greater Melbourne|0||0
299|M1 PFW Outbound - Btwn Kororoit Creek Rd and Newland St (SWB)||M1 Monash/West Gate Fwy|-37.8643645|144.7765450|Greater Melbourne|0||0
3|M1 Outbound - Eastlink Interchange||M1 Monash/West Gate Fwy|-37.9435570|145.2030380|Greater Melbourne|1||1
30|M1 Inbound - South Gippsland fwy off ramp||M1 Monash/West Gate Fwy|-37.9928160|145.2575450|Greater Melbourne|1||1
300|M1 PFW Inbound - Btwn Newland St and Kororoit Creek Rd (NEB)||M1 Monash/West Gate Fwy|-37.8602520|144.7772350|Greater Melbourne|0||0
301|M1 PFW Outbound - Btwn Kororoit Creek Rd and Newland St (SWB)||M1 Monash/West Gate Fwy|-37.8603190|144.7777180|Greater Melbourne|0||0
302|M1 PFW Inbound - Btwn Newland St and Kororoit Creek Rd (NEB)||M1 Monash/West Gate Fwy|-37.8536870|144.7788040|Greater Melbourne|0||0
303|M1 PFW Outbound - Btwn Kororoit Creek Rd and Newland St (SWB)||M1 Monash/West Gate Fwy|-37.8537220|144.7793060|Greater Melbourne|0||0
304|M1 PFW Inbound - Btwn Old Geelong Rd Offramp and Kororoit Creek Rd Offramp (NEB)||M1 Monash/West Gate Fwy|-37.8480840|144.7802910|Greater Melbourne|0||0
305|M1 PFW Outbound - Btwn Kororoit Creek Rd and Newland St (SWB)||M1 Monash/West Gate Fwy|-37.8482310|144.7808230|Greater Melbourne|0||0
306|PFW 810m East of Sneydes Road (IB)||Princes Fwy West|-37.8909786|144.7098037|Greater Melbourne|1||1
307|M1 PFW Inbound - Kororoit Creek Rd Btwn Ramps (NEB)||M1 Monash/West Gate Fwy|-37.8438780|144.7860050|Greater Melbourne|0||0
308|M1 PFW Outbound - Kororoit Creek Rd Btwn Ramps (SWB)||M1 Monash/West Gate Fwy|-37.8442996|144.7863319|Greater Melbourne|0||0
309|PFW 160m East of Point Cook Road, near Aviation Road IB Entry (IB)||Princes Fwy West|-37.8686060|144.7614900|Greater Melbourne|1||0
31|M1 Outbound - Before Belgrave-Hallam Rd Exit||M1 Monash/West Gate Fwy|-37.9925010|145.2577820|Greater Melbourne|1||0
310|PFW 310m East of High Street/Newland St Entry Exit Ramps (IB)||Princes Fwy West|-37.8641520|144.7760550|Greater Melbourne|1||1
311|PFW 780m East of High Street/Newland St Entry Exit Ramps (IB)||Princes Fwy West|-37.8602520|144.7772350|Greater Melbourne|1||1
312|PFW 125m East of Kororoit Creek Road (IB)||Princes Fwy West|-37.8438780|144.7860050|Greater Melbourne|1||1
313|PFW 900m west of Duncans Road (OB)||Princes Fwy West|-37.9155480|144.6711930|Greater Melbourne|1||1
314|PFW 240m East of Duncans Road (OB)||Princes Fwy West|-37.9134080|144.6775030|Greater Melbourne|1||1
315|PFW 640m East of Duncans Road (OB)||Princes Fwy West|-37.9097750|144.6881140|Greater Melbourne|1||1
316|PFW 1230m East of Duncans Road (OB)||Princes Fwy West|-37.9076400|144.6940700|Greater Melbourne|1||1
317|PFW 780m West of Sneydes Road (OB)||Princes Fwy West|-37.9028920|144.7009790|Greater Melbourne|1||1
318|PFW 200m West of Sneydes Road (OB)||Princes Fwy West|-37.8996159|144.7056493|Greater Melbourne|1||1
319|PFW 380m East of Sneydes Road (OB)||Princes Fwy West|-37.8950220|144.7088940|Greater Melbourne|1||1
32|M1 Inbound - After Belgrave-Hallam Rd||M1 Monash/West Gate Fwy|-37.9954420|145.2656170|Greater Melbourne|1||1
320|PFW 810m East of Sneydes Road (OB)||Princes Fwy West|-37.8909658|144.7102447|Greater Melbourne|1||1
321|PFW 1490m East of Sneydes Road (OB)||Princes Fwy West|-37.8852930|144.7094810|Greater Melbourne|1||1
322|PFW 2290 West of Forsyth Road (OB)||Princes Fwy West|-37.8802640|144.7124020|Greater Melbourne|1||1
323|PFW 1510m West of Forsyth Road (OB)||Princes Fwy West|-37.8778460|144.7203310|Greater Melbourne|1||1
324|PFW 870m West of Forsyth Road (OB)||Princes Fwy West|-37.8761200|144.7272240|Greater Melbourne|1||1
325|PFW 210m West of Forsyth Road (OB)||Princes Fwy West|-37.8740730|144.7352210|Greater Melbourne|1||1
326|PFW 220m East of Forsyth Road (OB)||Princes Fwy West|-37.8730420|144.7391930|Greater Melbourne|1||1
327|PFW 290 West of Palmers Road (OB)||Princes Fwy West|-37.8704920|144.7496710|Greater Melbourne|1||1
328|PFW 420m West of Point Cook Road (OB)||Princes Fwy West|-37.8696395|144.7553888|Greater Melbourne|1||0
329|PFW 160m East of Point Cook Road, near Aviation Road IB Entry (OB)||Princes Fwy West|-37.8690370|144.7610500|Greater Melbourne|0||0
33|M1 Outbound - Before Belgrave Hallam Rd||M1 Monash/West Gate Fwy|-37.9951390|145.2657630|Greater Melbourne|1||1
330|PFW 510m West of High Street/Newland St (OB)||Princes Fwy West|-37.8683200|144.7688690|Greater Melbourne|1||1
331|PFW Between High Street/Newland St Entry Exit Ramps (OB)||Princes Fwy West|-37.8666837|144.7742592|Greater Melbourne|1||1
332|PFW 310m East of High Street/Newland St Entry Exit Ramps (OB)||Princes Fwy West|-37.8643645|144.7765450|Greater Melbourne|1||1
333|PFW 780m East of High Street/Newland St Entry Exit Ramps (OB)||Princes Fwy West|-37.8603190|144.7777180|Greater Melbourne|1||1
334|PFW 1280m West of Kororoit Creek Road (OB)||Princes Fwy West|-37.8537220|144.7793060|Greater Melbourne|1||1
335|PFW 640m West of Kororoit Creek Road (OB)||Princes Fwy West|-37.8482310|144.7808230|Greater Melbourne|1||1
336|PFW 125m East of Kororoit Creek Road (OB)||Princes Fwy West|-37.8442996|144.7863319|Greater Melbourne|1||1
337|M1 Inbound - CH 960 (FDS01b)||M1 Monash/West Gate Fwy|-38.0915330|145.4721010|Greater Melbourne|1||1
338|M1 Outbound - CH 960 (FDS01a)||M1 Monash/West Gate Fwy|-38.0911440|145.4720940|Greater Melbourne|1||1
339|M1 Inbound - CH 1460 (FDS02b)||M1 Monash/West Gate Fwy|-38.0919170|145.4776170|Greater Melbourne|1||1
34|M1 Inbound - Belgrave Hallam Rd on ramp||M1 Monash/West Gate Fwy|-37.9972300|145.2713200|Greater Melbourne|1||1
340|M1 Outbound - CH 1460 (FDS02a)||M1 Monash/West Gate Fwy|-38.0915160|145.4776060|Greater Melbourne|1||1
35|M1 Outbound - Belgrave Hallam off ramp||M1 Monash/West Gate Fwy|-37.9969210|145.2714550|Greater Melbourne|1||1
36|M1 Inbound - Past Belgrave Hallam Rd||M1 Monash/West Gate Fwy|-37.9983730|145.2784640|Greater Melbourne|1||1
37|M1 PFW Inbound - Kororoit Creek Rd Btwn Ramps (NEB)||M1 Monash/West Gate Fwy|-37.8438780|144.7860050|Greater Melbourne|0||0
38|M1 PFW Outbound - Kororoit Creek Rd Btwn Ramps (SWB)||M1 Monash/West Gate Fwy|-37.8442996|144.7863319|Greater Melbourne|0||0
39|M1 Outbound - Belgrave-Hallam Rd on ramp||M1 Monash/West Gate Fwy|-37.9980800|145.2784520|Greater Melbourne|1||1
4|M1 Inbound - Eastlink Interchange||M1 Monash/West Gate Fwy|-37.9470700|145.2068840|Greater Melbourne|1||0
40|M1 Inbound - Before Belgrave Hallam Rd Exit Ramp||M1 Monash/West Gate Fwy|-37.9989550|145.2822550|Greater Melbourne|1||1
407|M1 Monash Fwy - Dandenong Creek||M1 Monash/West Gate Fwy|-37.9643210|145.2311110|Greater Melbourne|0||0
408|M1 Princes Fwy - Cherry Creek||M1 Monash/West Gate Fwy|-37.9487472|144.5931056|Greater Melbourne|0||0
409|M31 Hume Fwy - Wallan||Regional Freeway/Highway|-37.4168150|144.9958540|Regional Victoria|0||0
41|M1 Outbound - Before Ernst Wanke exit||M1 Monash/West Gate Fwy|-37.9985720|145.2823920|Greater Melbourne|1||0
410|M79 Calder Fwy - Gisborne||Regional Freeway/Highway|-37.4780560|144.6001110|Regional Victoria|0||0
411|M1 Princes Fwy - Yarragon||M1 Monash/West Gate Fwy|-38.2006840|146.0458180|Greater Melbourne|0||0
412|M1 Princes Fwy - Longwarry||M1 Monash/West Gate Fwy|-38.0849083|145.7620528|Greater Melbourne|0||0
413|M39 Goulburn Valley Fwy - Murchison||Regional Freeway/Highway|-36.6276630|145.2982050|Regional Victoria|0||0
414|A1 Princes Hwy - Heywood||Regional Freeway/Highway|-38.1986220|141.6160910|Regional Victoria|0||0
415|A79 Calder Fwy - Bendigo||Regional Freeway/Highway|-36.6648200|144.0414950|Regional Victoria|0||0
42|M1 Inbound - Ernst Wanke Rd Entry Ramp||M1 Monash/West Gate Fwy|-38.0001740|145.2907080|Greater Melbourne|1||1
43|M1 Outbound - Ernst Wanke Rd Off Ramp||M1 Monash/West Gate Fwy|-37.9999000|145.2908260|Greater Melbourne|1||1
44|M1 Inbound - Before Ernst Wanke Rd||M1 Monash/West Gate Fwy|-38.0027020|145.2960420|Greater Melbourne|1||1
45|M1 Outbound - After Ernst Wanke Rd||M1 Monash/West Gate Fwy|-38.0025230|145.2962990|Greater Melbourne|1||1
46|M1 Inbound - After Narre Warren Rd entry ramp||M1 Monash/West Gate Fwy|-38.0129420|145.3031630|Greater Melbourne|1||1
47|M1 Outbound - Before Narre Warren North Rd Off Ramp||M1 Monash/West Gate Fwy|-38.0128040|145.3034970|Greater Melbourne|1||1
48|M1 Inbound - Narre Warren Nth Rd Entry Ramp Bullnose||M1 Monash/West Gate Fwy|-38.0164390|145.3068900|Greater Melbourne|1||1
49|M1 Outbound - Just Past Narre Warren Nth Rd Exit Ramp||M1 Monash/West Gate Fwy|-38.0162050|145.3071560|Greater Melbourne|1||1
498|M1 Monash Fwy - Atkinson Inbound (WB)||M1 Monash/West Gate Fwy|-37.8859110|145.1032650|Greater Melbourne|0||0
499|M1 Monash Fwy - Atkinson Outbound (EB)||M1 Monash/West Gate Fwy|-37.8858870|145.1032860|Greater Melbourne|0||0
5|M1 Outbound - Eastlink Interchange||M1 Monash/West Gate Fwy|-37.9467190|145.2072800|Greater Melbourne|1||0
50|M1 Inbound - Narre Warren Nth Rd Exit Ramp Bullnose||M1 Monash/West Gate Fwy|-38.0191400|145.3101910|Greater Melbourne|1||1
501|M80 Western Ring Road Inbound (WB)||M80 Ring Road|-37.6938130|144.9063530|Greater Melbourne|0||0
502|M1 Monash Fwy - Heatherton Inbound (WB)||M1 Monash/West Gate Fwy|-37.9643210|145.2311110|Greater Melbourne|0||0
503|M1 Monash Fwy - Heatherton Outbound (EB)||M1 Monash/West Gate Fwy|-37.9637670|145.2313700|Greater Melbourne|0||0
504|M1 West Gate Bridge Inbound (EB)||M1 Monash/West Gate Fwy|-37.8309000|144.9005010|Greater Melbourne|1||0
505|M1 West Gate Bridge Outbound (WB)||M1 Monash/West Gate Fwy|-37.8308150|144.9003290|Greater Melbourne|1||1
506|M1 Monash Fwy - Stephensons Inbound (WB)||M1 Monash/West Gate Fwy|-37.8917680|145.1204250|Greater Melbourne|0||0
507|M1 Monash Fwy - Stanley Inbound (WB)||M1 Monash/West Gate Fwy|-37.8900120|145.1158820|Greater Melbourne|0||0
508|M1 Monash Fwy - Stanley Outbound (EB)||M1 Monash/West Gate Fwy|-37.8899400|145.1167200|Greater Melbourne|0||0
509|M1 Monash Fwy - Stephensons Outbound (EB)||M1 Monash/West Gate Fwy|-37.8913520|145.1206110|Greater Melbourne|0||0
51|M1 Outbound - Narre Warren Nth Rd Entry Ramp Bullnose||M1 Monash/West Gate Fwy|-38.0189380|145.3104550|Greater Melbourne|1||1
510|M1 Princes Fwy - Cherry Creek (EB) - WIM||M1 Monash/West Gate Fwy|-37.9487920|144.5930190|Greater Melbourne|0||0
511|M1 Princes Fwy - Cherry Creek HV Outbound (WB)||M1 Monash/West Gate Fwy|-37.9489930|144.5935860|Greater Melbourne|0||0
512|M31 Hume Fwy - Wallan Outbound (NB)||Regional Freeway/Highway|-37.4167450|144.9956180|Regional Victoria|0||0
513|M31 Hume Fwy - Wallan Inbound (SB)||Regional Freeway/Highway|-37.4168480|144.9962580|Regional Victoria|0||0
514|M79 Calder Fwy - Gisborne Outbound (NB)||Regional Freeway/Highway|-37.4779950|144.6002650|Regional Victoria|0||0
515|M79 Calder Fwy - Gisborne Inbound (SB)||Regional Freeway/Highway|-37.4775560|144.6004860|Regional Victoria|0||0
516|M8 Western Fwy - Ballan Inbound (EB)||Regional Freeway/Highway|-37.5906950|144.1816100|Regional Victoria|0||0
517|M8 Western Fwy - Ballan Outbound (WB)||Regional Freeway/Highway|-37.5911140|144.1824560|Regional Victoria|0||0
518|M39 Goulburn Valley Fwy - Murchison Inbound (SB)||Regional Freeway/Highway|-36.6277340|145.2982890|Regional Victoria|0||0
519|M39 Goulburn Valley Fwy - Murchison Outbound (NB)||Regional Freeway/Highway|-36.6277080|145.2977380|Regional Victoria|0||0
52|M1 Inbound - Just Prior Narre Warren Nth Rd Exit Ramp||M1 Monash/West Gate Fwy|-38.0225730|145.3143500|Greater Melbourne|1||1
520|M1 Princes Fwy - Yarragon Inbound (WB)||M1 Monash/West Gate Fwy|-38.2007700|146.0460830|Greater Melbourne|0||0
521|M1 Princes Fwy - Longwarry Outbound (EB)||M1 Monash/West Gate Fwy|-38.0849350|145.7621580|Greater Melbourne|0||0
522|Shepherd Bridge Overheight TIRTL||Special Device|-37.8065850|144.9086910|Special Device|0|Over-height vehicle detection device - exclude from flow/pressure analysis|0
523|M1 Monash Fwy - W of Stanley (EB)||M1 Monash/West Gate Fwy|-37.8899400|145.1167200|Greater Melbourne|0||0
524|High Street Onramp Inbound to Monash Fwy (Top)||Other Metro Road|-37.8591383|145.0587594|Greater Melbourne|0||0
525|High Street Onramp Inbound to Monash Fwy (Mid)||Other Metro Road|-37.8587650|145.0586610|Greater Melbourne|0||0
526|High Street Onramp Inbound to Monash Fwy (Before_Stop)||Other Metro Road|-37.8584380|145.0585420|Greater Melbourne|0||0
527|High Street Onramp Inbound to Monash Fwy (After_Stop)||Other Metro Road|-37.8583990|145.0585240|Greater Melbourne|0||0
528|A1 Princes Hwy - Lindenow South Eastbound||Regional Freeway/Highway|-37.8781350|147.4350890|Regional Victoria|0||0
529|A1 Princes Hwy - Lindenow South Westbound||Regional Freeway/Highway|-37.8780990|147.4359610|Regional Victoria|0||0
53|M1 Outbound - Just After Narre Warren Nth Rd Entry Ramp||M1 Monash/West Gate Fwy|-38.0223380|145.3146170|Greater Melbourne|1||1
530|M31 Hume Fwy and Cooper St (NB)||Regional Freeway/Highway|-37.6529380|144.9894120|Regional Victoria|1||0
531|M31 Hume Fwy and Cooper St (SB)||Regional Freeway/Highway|-37.6529950|144.9899420|Regional Victoria|1||0
532|Hyde St and York St (NB)||Other Metro Road|-37.8183480|144.8965290|Greater Melbourne|0||0
533|Hyde St and Berry St (NB)||Other Metro Road|-37.8116380|144.8979430|Greater Melbourne|0||0
534|M1 Princes Fwy - Cherry Creek HV Inbound (EB)||M1 Monash/West Gate Fwy|-37.9487850|144.5929770|Greater Melbourne|0||0
535|Princes Hwy West - Heywood (NB)||Other Metro Road|-38.1987667|141.6159667|Greater Melbourne|0||0
537|Princes Hwy West - Heywood (SB)||Other Metro Road|-38.1987667|141.6159667|Greater Melbourne|0||0
538|A79 Calder Hwy - Bendigo Outbound (NB)||Regional Freeway/Highway|-36.6650167|144.0416500|Regional Victoria|0||0
539|A79 Calder Hwy - Bendigo Outbound (SB)||Regional Freeway/Highway|-36.6650167|144.0416500|Regional Victoria|0||0
54|M1 Inbound - Princes Hwy Entry Ramp Bullnose||M1 Monash/West Gate Fwy|-38.0267090|145.3192320|Greater Melbourne|1||1
540|Princes Hwy and Federation Trail (EB)||Other Metro Road|-37.8191670|144.8399720|Greater Melbourne|0||0
549|M1 Monash Fwy - Stanley Inbound||M1 Monash/West Gate Fwy|-37.8899699|145.1158842|Greater Melbourne|0||0
55|M1 Outbound - Princes Hwy Exit Ramp Bullnose||M1 Monash/West Gate Fwy|-38.0265210|145.3194970|Greater Melbourne|1||1
550|M1 Monash Hwy - Stanley Outbound||M1 Monash/West Gate Fwy|-37.8889761|145.1151279|Greater Melbourne|0||0
555|M8 Western Fwy - Ballan Inbound (EB)||Regional Freeway/Highway|-37.5906950|144.1816100|Regional Victoria|1||0
556|M8 Western Fwy - Ballan Outbound (WB)||Regional Freeway/Highway|-37.5911140|144.1824560|Regional Victoria|1||0
56|M1 Inbound - Princes HWY Exit Ramp Bullnose||M1 Monash/West Gate Fwy|-38.0303170|145.3227850|Greater Melbourne|1||1
562|WGT - Distributor Carriageway to Main Carriageway||West Gate|-37.8266775|144.8182229|Greater Melbourne|0||0
563|WGT - Inbound Main Carriageway||West Gate|-37.8293284|144.8151718|Greater Melbourne|1||0
564|WGT - Inbound Main Carriageway||West Gate|-37.8264326|144.8194173|Greater Melbourne|1||1
565|WGT - Inbound Main Carriageway||West Gate|-37.8255035|144.8247752|Greater Melbourne|1||1
566|WGT - Inbound Main Carriageway||West Gate|-37.8254895|144.8280208|Greater Melbourne|1||1
567|WGT - Inbound Main Carriageway||West Gate|-37.8314853|144.8119538|Greater Melbourne|1||1
568|WGT - Inbound M80 Ring Rd to Eastbound Main Carriageway||West Gate|-37.8256941|144.8208162|Greater Melbourne|1||1
569|A1 Princes Hwy - Lindenow South Westbound||Regional Freeway/Highway|-37.8780990|147.4359610|Regional Victoria|1||1
57|M1 Outbound - Princes HWY On Ramp Bullnose||M1 Monash/West Gate Fwy|-38.0301520|145.3230660|Greater Melbourne|1||1
570|A1 Princes Hwy - Lindenow South Eastbound||Regional Freeway/Highway|-37.8781350|147.4350890|Regional Victoria|1||1
579|TSA Temporary OHVD Relocation||Special Device|-37.8019360|145.1636520|Special Device|0|Over-height vehicle detection device - exclude from flow/pressure analysis|0
58|M1 Inbound - Pakenham Rail Bridge||M1 Monash/West Gate Fwy|-38.0339320|145.3261210|Greater Melbourne|1||0
580|M1 Monash Hwy - Stanley Outbound||M1 Monash/West Gate Fwy|-37.8889761|145.1151279|Greater Melbourne|1||1
581|M1 Monash Fwy - Stanley Inbound||M1 Monash/West Gate Fwy|-37.8899699|145.1158842|Greater Melbourne|1||0
59|M1 Outbound - Pakenham Rail Bridge (THIN transmitter)||M1 Monash/West Gate Fwy|-38.0338860|145.3262730|Greater Melbourne|1||1
6|M1 Inbound - Before Police Rd Exit Ramp||M1 Monash/West Gate Fwy|-37.9503640|145.2113820|Greater Melbourne|1||0
60|M1 Inbound - Warrigul Side of Pakenham Rail Bridge (CH 43920)||M1 Monash/West Gate Fwy|-38.0379550|145.3297900|Greater Melbourne|1||0
61|M1 Outbound - Far Side of Pakenham Rail Bridge||M1 Monash/West Gate Fwy|-38.0377330|145.3301730|Greater Melbourne|1||1
62|M1 Inbound - After Clyde Rd Entry Ramp||M1 Monash/West Gate Fwy|-38.0408990|145.3331160|Greater Melbourne|1||1
63|M1 Outbound - Before Clyde Rd Exit Ramp (CH 44360)||M1 Monash/West Gate Fwy|-38.0406640|145.3334470|Greater Melbourne|1||1
64|M1 Inbound - Clyde Rd Entry Ramp Bullnose (CH 44970)||M1 Monash/West Gate Fwy|-38.0440470|145.3388210|Greater Melbourne|1||0
65|M1 Outbound - Clyde Rd Exit Ramp Bullnose (CH 44950)||M1 Monash/West Gate Fwy|-38.0436690|145.3388140|Greater Melbourne|1||1
66|M1 Inbound - Clyde Rd Exit Bullnose (CH 45490)||M1 Monash/West Gate Fwy|-38.0464320|145.3438460|Greater Melbourne|1||1
67|M1 Outbound - Clyde Rd Entry Ramp (CH 45470)||M1 Monash/West Gate Fwy|-38.0460460|145.3438960|Greater Melbourne|1||1
68|M1 Inbound - Before Clyde Rd exit (CH 45900)||M1 Monash/West Gate Fwy|-38.0481770|145.3479730|Greater Melbourne|1||1
69|M1 Outbound - First after Clyde Rd entry||M1 Monash/West Gate Fwy|-38.0478570|145.3481790|Greater Melbourne|1||0
7|M1 Outbound - Before Stud Rd Exit Ramp||M1 Monash/West Gate Fwy|-37.9500360|145.2118140|Greater Melbourne|1||0
70|M1 Inbound - Past Soldiers Rd Overpass (Ch 46450)||M1 Monash/West Gate Fwy|-38.0501200|145.3538350|Greater Melbourne|1||1
71|M1 Outbound - Second after Clyde Rd entry (Ch 46450)||M1 Monash/West Gate Fwy|-38.0497070|145.3540490|Greater Melbourne|1||1
72|M1 Inbound - Soldiers Rd Overpass (CH 46870)||M1 Monash/West Gate Fwy|-38.0518550|145.3580300|Greater Melbourne|1||1
73|M1 Outbound - First after Soldiers Rd overpass||M1 Monash/West Gate Fwy|-38.0515860|145.3583230|Greater Melbourne|1||1
74|M1 Inbound - Before Soldiers Rd||M1 Monash/West Gate Fwy|-38.0555370|145.3630140|Greater Melbourne|1||1
75|M1 Outbound - 2nd unit after Soldiers Rd (CH 47470)||M1 Monash/West Gate Fwy|-38.0553330|145.3633870|Greater Melbourne|1||1
76|M1 Inbound - On Princes Hwy entry||M1 Monash/West Gate Fwy|-38.0596800|145.3672420|Greater Melbourne|1||1
77|M1 Outbound - after Princes Hwy exit (CH 48050)||M1 Monash/West Gate Fwy|-38.0593420|145.3674210|Greater Melbourne|1||0
78|M1 Inbound - Just After Princes Link Hwy||M1 Monash/West Gate Fwy|-38.0614450|145.3692620|Greater Melbourne|0||0
79|M1 Inbound - Just Before Prince Link Hwy||M1 Monash/West Gate Fwy|-38.0649190|145.3740480|Greater Melbourne|0||0
8|M1 Inbound - After Brady Rd||M1 Monash/West Gate Fwy|-37.9526830|145.2147740|Greater Melbourne|1||1
80|M1 Outbound - PMC14154.P02 After Princes Link Hwy||M1 Monash/West Gate Fwy|-38.0646940|145.3743020|Greater Melbourne|0||0
81|M1 Inbound - RCB25157 After Cardinia Creek||M1 Monash/West Gate Fwy|-38.0675070|145.3784180|Greater Melbourne|0||0
82|M1 Inbound - Just Before Cardinia Creek (CH 49815)||M1 Monash/West Gate Fwy|-38.0696180|145.3827140|Greater Melbourne|1||1
83|M1 Inbound - outside BP petrol station (CH 50433)||M1 Monash/West Gate Fwy|-38.0719700|145.3891340|Greater Melbourne|1||1
84|M1 Outbound - outside BP petrol station (CH 50432)||M1 Monash/West Gate Fwy|-38.0716410|145.3892300|Greater Melbourne|1||1
85|M1 Inbound - fifth from Cardinia entry (CH 51095)||M1 Monash/West Gate Fwy|-38.0737110|145.3963160|Greater Melbourne|1||1
86|M1 Inbound - fourth from Cardinia entry (CH 51794)||M1 Monash/West Gate Fwy|-38.0749280|145.4041310|Greater Melbourne|1||0
87|M1 Inbound - third from Cardinia entry (CH 52296)||M1 Monash/West Gate Fwy|-38.0756520|145.4097480|Greater Melbourne|1||1
88|M1 Inbound - Just Before Lower Gum Scrub Creek (CH 52918)||M1 Monash/West Gate Fwy|-38.0767070|145.4168160|Greater Melbourne|0||0
89|M1 Inbound - After Cardinia Rd Entry (CH 53510)||M1 Monash/West Gate Fwy|-38.0775870|145.4234140|Greater Melbourne|1||1
9|M1 Outbound - McGregor entry||M1 Monash/West Gate Fwy|-37.9523470|145.2151440|Greater Melbourne|1||1
90|M1 Outbound - before Cardinia exit (CH 53510)||M1 Monash/West Gate Fwy|-38.0773130|145.4235270|Greater Melbourne|1||1
91|M1 Inbound - Cardinia Rd (CH 54204)||M1 Monash/West Gate Fwy|-38.0789500|145.4311180|Greater Melbourne|1||1
92|M1 Outbound - Cardinia Rd (CH 54189)||M1 Monash/West Gate Fwy|-38.0785740|145.4310780|Greater Melbourne|1||1
93|M1 Inbound - PCM14168 Before Cardinia Rd Exit||M1 Monash/West Gate Fwy|-38.0827610|145.4440560|Greater Melbourne|1||1
94|M1 Inbound - RCB25162 After Toomuc Creek||M1 Monash/West Gate Fwy|-38.0851510|145.4496110|Greater Melbourne|1||1
95|M1 Inbound - PMC14170 Before Toomuc Creek||M1 Monash/West Gate Fwy|-38.0878850|145.4560960|Greater Melbourne|0||0
96|M1 Inbound - after McGregor Rd Entry||M1 Monash/West Gate Fwy|-38.0894800|145.4611160|Greater Melbourne|1||1
97|M1 Outbound - PMC14171 Before McGregor Rd Exit||M1 Monash/West Gate Fwy|-38.0892310|145.4613260|Greater Melbourne|0||0
98|M1 Inbound - McGregor entry||M1 Monash/West Gate Fwy|-38.0909440|145.4677910|Greater Melbourne|1||0
99|M1 Outbound - RCB1413 McGregor Rd Exit Bullnose||M1 Monash/West Gate Fwy|-38.0906380|145.4678900|Greater Melbourne|1||0
